"keyPerson","Charlie_Munger | Warren_Buffett | Chairman","","",""
"knownFor","Warren_Buffett | Franklin_Otis_Booth_Jr. | David_Gottesman","","",""
"industry","Conglomerate_(company)",conglomerate | aircraft industry | insurance,"conglomerate | aircraft industry | insurance","industry"
"keyPeople","Charlie_Munger | Warren_Buffett","","",""
"owner","Rio_Grande_(company) | WPLG | American_Express | HomeServices_of_America | Oriental_Trading_Company | The_Buffalo_News | Occidental_Petroleum | Marmon_Group | DaVita_Inc. | Acme_Brick | Mouser_Electronics | Berkshire_Hathaway_Energy | PacifiCorp | BYD_Company | Orange_County_Review | Special_Metals_Corporation | Moody's_Corporation | Warren_Buffett | Axalta | Store_Capital | National_Indemnity_Company","","",""
"name","Berkshire Hathaway Inc. Class B stock | Berkshire Hathaway Inc. Class A stock | Berkshire Hathaway Inc.","","",""
"areaServed","Global","","",""
"hqLocationCountry","U.S.","","",""
"foundedBy | founder","Warren_Buffett | Warren_Buffett","Oliver Chace","","founded by"
"foundingYear","1839","","",""
"occupation","Greg_Abel","","",""
"netIncome","8.98E10","","",""
"successor","Garanimals","","",""
"isPrimaryTopicOf","Berkshire_Hathaway","","",""
"publisher","World_Book_Encyclopedia","","",""
"homepage","berkshirehathaway.com","","",""
"primaryTopic","Berkshire_Hathaway","","",""
"equity","5.149E11","","",""
"type","",public company | enterprise | holding company | company | business | Delaware corporation,"enterprise | holding company | company | business | Delaware corporation","instance of | legal form"
"company","Secret_Millionaires_Club","","",""
"operatingIncome","1.117E11","","",""
"assets","9.588E11","","",""
"","","","Greg Abel | Susan Decker | Ajit Jain | Meryl B. Witmer | Steve Burke | Ronald Olson | Howard Graham Buffett | David Gottesman | Wallace R. Weitz | Chris Davis | Thomas S. Murphy, Jr. | Charlotte M. Guyman | Susan Alice Buffett | Warren Buffett | Charlie Munger | Walter Scott Jr. | Thomas Murphy | Kenneth Chenault","board member"
"","","","U.S. Bancorp | IBM | Charter Communications | American Express | Warren Buffett | Bill Gates | The Coca-Cola Company | Moody's Corporation | Wells Fargo | H. J. Heinz Company | Phillips 66","owner of"
"","","","Berkshire Fine Spinning Associates","replaces"
"","","","Berkshire Hathaway","native label"
"","","","United States of America","country"
"","","","New York Stock Exchange","stock exchange"
"","","","Berkshire Hathaway","Commons category"
"","","","214553000000","EBITDA"
"","","","S&P 500","part of"
"","","","Omaha","location of formation"
"","","","Berkshire Fine Spinning Associates | Hathaway Mills","named after"
"","","","Warren Buffett","chief executive officer"
"","","","Warren Buffett","chairperson"
