"workplaces","Amalie_Frischknecht | Anne_L._Stevens | Mark_O._Robbins","","",""
"brands","Esso | Mobil | Coolanol | On the Run | Speedpass","","",""
"currentowner","Coolanol | Mobil_1 | Speedpass","Coolanol | Mobil_1 | Speedpass | Esso | ExxonMobil Australia | Imperial Oil | Exxon Neftegas | Aera Energy | The Vanguard Group","ExxonMobil Australia | Imperial Oil | Exxon Neftegas | Aera Energy | Forbes Travel Guide | The Vanguard Group","owner of"
"equity","1.68577E11","","",""
"homepage","%7Ccorporate.exxonmobil.com","","",""
"products","Natural_gas | Crude_oil | Oil_products | Petrochemicals | Power_generation","","",""
"keyPeople","Darren Woods","","",""
"companies","ExxonMobil_Electrofrac","","",""
"hqLocationCountry","U.S.","","",""
"predecessor","Standard_Oil | Mobil","","",""
"owningCompany","Infineum | Mobil | Imperial_Oil | GasTerra | On_the_Run_(convenience_store)","","",""
"assets","3.38923E11","","",""
"institution","Amalie_Frischknecht | Anne_L._Stevens | Mark_O._Robbins","","",""
"name","Exxon Mobil Corporation","ExxonMobil Corporation","","official name"
"industry","Energy_industry | Oil_and_gas_industry","Energy_industry | Oil_and_gas_industry | petroleum industry","petroleum industry","industry"
"keyPerson","Darren_Woods","","",""
"netIncome","2.304E10","","",""
"contractors","West_Qurna_Field","","",""
"foundingYear","1882","","",""
"foundingDate","1882-08-05","","",""
"owners","Iraq_Petroleum_Company","","",""
"affiliation | affiliations","Dark_Basin | Dark_Basin","Dark_Basin | Garry D. Karner | Alexandros Konstantinou","Garry D. Karner | Alexandros Konstantinou","affiliation"
"significantBuilding","Michel_Mossessian","","",""
"areaServed","Worldwide","","",""
"opponents","Movement_for_the_Emancipation_of_the_Niger_Delta","","",""
"isPrimaryTopicOf","ExxonMobil","","",""
"operatingIncome","2.4019E10","","",""
"primaryTopic","ExxonMobil","","",""
"founded","1882-08-05","","",""
"successor","Mobil | Standard_Vacuum_Oil_Company","","",""
"currentTenants","Mossmorran","","",""
"type","InterOil","public company | enterprise | business | multinational corporation | corporation","enterprise | gas station chain | business | multinational corporation | corporation","instance of | legal form"
"knownFor","David_Kaiser_(philanthropist)","","",""
"","","","John Harris | Ursula Burns | Darren Woods | Angela Braly | Larry Kellner | Andy Karsner | Jeffrey W. Ubben | Steven A. Kandarian | Jay Hooley | Michael J. Angelakis | Kaisa Hietala | Kenneth Frazier | Gregory J. Goff | Susan Avery","board member"
"","","","Dow Jones Industrial Average | S&P 500 | fossil fuels lobby | Big Oil | S&P 100","part of"
"","","","Texas Public Policy Foundation | Institute for Energy Research | Willie Soon | Atlas Network | Competitive Enterprise Institute | The Heartland Institute","funder"
"","","","337247 | 326352 | 185000 | 328885 | 189000 | 179000","social media followers"
"","","","Merdeka Award | Fraser Institute | Art in the Making: Degas | Exxon Mobil Musher Choice | Pisanello: Painter to the Renaissance Court | Madame de Pompadour: Images of a Mistress | Universe of Energy | A Private Passion: Harvard's Winthrop Collection","sponsor"
"","","","Exxon | Mobil | ExxonMobil Fuels, Lubricants & Specialties Marketing Company | ExxonMobil Refining and Supply Company","named after"
"","","","Global Day of Climate Action","in opposition to"
"","","","New York Stock Exchange","stock exchange"
"","","","22777 Springwoods Village Parkway, Spring, TX 77389-1425 | 5959 Las Colinas Boulevard, Irving, Texas 75039-2298","street address"
"","","","Mobil","replaces"
"","","","Ursula Burns","member of"
"","","","United States of America","country"
"","","","Rex Tillerson | Darren Woods | Lee Raymond","chief executive officer"
"","","","Big Oil | 100 companies responsible for 71% of global emissions","has part(s)"
"","","","climate change denial","contributing factor of"
"","","","American Fuel & Petrochemical Manufacturers","represents"
"","","","ExxonMobil","Commons category"
