by,False,Code_page_936_(IBM)
c,False,category:Adele
callsignMeaning,True,DXEP
cand,False,Isko_Moreno
candidate,True,1994_New_York_gubernatorial_election
caps,False,292
captain,False,Portugal_national_football_team
caption,False,iMac with M1 chip
captionAlign,False,center
carbody,True,Korail_Class_210000
careerEnd,True,2016
careerNumber,True,824
careerPosition,True,Shooting_guard
careerPrizeMoney,True,1.30594339E8
careerStart,True,1996
careerStation,True,Cristiano_Ronaldo__CareerStation__9
careerprizemoney,True,1.30594339E8
carrier,True,Nokia_Lumia_Icon
carrier(s)_,False,Nexus_One
carriers,True,BlackBerry_Torch_9800
category,True,Ianbruceite
causes,True,Arsenic_poisoning
cbbaskhofYear,True,2014
certain,False,yes
chairman,True,Inter_Miami_CF
champion,True,y
championInDoubleMale,True,2005_Gerry_Weber_Open
championInSingleMale,True,2017_Miami_Open
chassis,True,Eagle_Mk1
chemical,True,Atmosphere_of_Mercury
child,True,Marcheline_Bertrand
children,True,2
chronology,True,Easy_on_Me
cinematography,True,Herbie_(film)__Herbie__1
citizenship,True,Cambodia
class,True,artist
client,True,Priceless_(advertising_campaign)
clubUpdate,False,--11-22
clubnumber,True,30
clubs,True,Sporting_CP_B
coach,True,2016–17_Kia_Picanto_season
coachplayers,True,Ivan_Ljubičić
collapsed,True,no
collapsetext,False,Screenshot
collapsible,True,yes
collections,True,Stones_Fan_Museum
college,True,North_Carolina_Tar_Heels_men's_basketball
colour,True,Szomolnokite
colours,True,Timorese_Social_Democratic_Action_Center
colwidth,False,30
commercial,True,Yes
commissionedBy,True,Apple_Color_Emoji
commodity,True,Copper_mining_in_Arizona
commons,False,Category:Microsoft
commonscat,False,yes
companies,True,ExxonMobil_Electrofrac
company,True,Pentalobe_screw
companyType,True,Public_company
compiler,True,The_Hits_Collection_Volume_One
composer,True,50_Cent:_The_Money_and_the_Power
composition,True,Coal
compositionSecondary,True,Oil_shale
computingPlatform,True,Ulysses_(text_editor)
connectivity,True,Barnes_&_Noble_Nook_1st_Edition
consensus,True,Star Wars: The Last Jedi honors the saga's rich legacy while adding some surprising twists — and delivering all the emotion-rich action fans could hope for.
constel,True,Haro_11
constell,True,Xi_Andromedae
constellation,True,Andromedids
constellationName,True,Messier_32
construction,True,South_Fox_Island_Light
constructionMaterial,True,Jungfern_Bridge
containerOnly,False,yes
contaminants,True,Halaco_Engineering_Co.
content,False,\new Staff \with { \remove "Time_signature_engraver" }
contentstyle,False,text-align:left
contractors,True,West_Qurna_Field
copyright,True,Common_Development_and_Distribution_License
core#closeMatch,False,grid.474412.0
core#exactMatch,False,i96038
core#narrower,False,Sulfur%20and%20Sulfur%20Compounds
count,True,55
country,True,United States
cpu,False,IPad_(4th_generation)__iPad__1
creator,True,The_Jensen_Project
creatorname,True,Zarkana_(Cirque_du_Soleil)
creators,True,Indiana_Jones_and_the_Tomb_of_the_Gods
credits,True,Richard_Lui
crest,True,On a wreath of the colours a Liver Bird calling Sable supporting with the dexter claws a guitar Or stringed Sable.
cs1Dates,False,ly
curator,True,Future_of_Flight_Aviation_Center_&_Boeing_Tour
currency,True,Gyaman
currentMember,True,2013–14_Sevilla_FC_season__Coke__1
currentMemberOf,True,Monte_Pittman
currentMembers,True,* AJ McLean
currentOwner,True,Hungry_Bear_Restaurant
currentStatus,True,Active
currentTenants,True,Mossmorran
currentclub,True,Paris_Saint-Germain_F.C.
currentnumber,False,94
currentowner,True,IAd
currentposition,True,Paul_Jones_(American_football)
customValue,False,Universe_of_Energy
d,False,no
dSearch,False,Q189635
data,False,PARAMOUNT_trial
date,False,November 2020
daviscupresult,True,W
deathDate,True,2013-06-19
deathPlace,True,Madeleine_Sologne
deathYear,True,2013
debut2league,True,Arizona_Fall_League
debut2team,True,Scottsdale Scorpions
debut2year,True,1994
debutdate,True,--04-08
debutleague,True,Southern_League_(1964–2020)
debutteam,True,Birmingham Barons
debutyear,True,1994
dec,False,–
decWins,True,23
declination,True,7
description,False,Netflix's audio logo adopted in 2019
design,True,GE_BWR
designGroup,True,SAI_Quiet_Supersonic_Transport
designer,True,Swift_(programming_language)
designers,True,MARS_(cipher)
designfirm,True,Hard_Disk_20SC
developer,False,Apple_ProDOS__16__1
developers,False,Lisp_Machine_Lisp
developmentCode,True,Odyssey_(Magic:_The_Gathering)
dir,False,rtl
directed,True,Madea_Goes_to_Jail_(play)
directedby,True,The_Psychiatrist_(TV_series)
direction,False,horizontal
director,True,Before_I_Self_Destruct_(film)
display,False,50
distributor,True,Sugar_(upcoming_TV_series)
division,True,Xbox_Game_Studios
divisions,False,
doi,False,10.1002
domesticPartner,True,Tate_Donovan
domesticpartner,True,Sherilyn_Fenn
doublesWins,True,Switzerland_at_the_Hopman_Cup
doublestitles,True,8
draftLeague,True,NBA
draftPick,True,13
draftRound,True,1
draftTeam,True,Charlotte_Hornets
draftYear,True,1996
draftpick,True,3
draftround,True,1
draftteam,True,Chicago_Bulls
draftyear,True,1984
drum,False,List_of_Caribbean_idiophones
e,False,-41
editing,True,Herbie_(film)__Herbie__1
editor,True,Savage_(1973_TV_film)
education,True,John_C._Fremont_High_School
element,True,meitnerium
employer,True,Bruce_Sewell
end,False,–6)
endorsedBy,True,Celine_Dion_Parfums
eng1Name,False,Convair_NB-36H
engine,True,Tatra_816__T816_FORCE__1
engineType,True,D19E
engvoice,False,Cliffjumper
entrant,True,Switzerland_in_the_Eurovision_Song_Contest_1988
equity,True,5.067E10
equityYear,True,2022
escutcheon,True,Or between two Flaunches fracted fesswise two roundels Sable over all six guitar strings palewise throughout counterchanged.
espn,False,614
etymology,True,Manganese_Minnesota
eurowins,True,41
ew,False,16
executiveProducer,True,For_Life_(TV_series)
exportGoods,False,Economy_of_Quebec
extra,False,Immortal_(Michael_Jackson_album)
extraColumn,False,Performer
family,True,Anoa'i_family
fate,True,Heinrich_Lanz_AG
father,True,Jon_Voight
fg,False,#0B0B3F
fibaHofPlayer,True,Michael-JORDAN
fid,False,co/015196
field,True,Michal_Martychowiec
fields,True,William_Lipscomb
fighter,True,Arturo_Gatti_vs._Floyd_Mayweather_Jr.
filename,False,Netflix audio logo .webm
filling,True,M84_stun_grenade
finaldate,True,--03-10
finalleague,True,Southern League
finalsMvp,True,2009–10_NBA_season
finalteam,True,Birmingham Barons
finalyear,True,1995
find,False,toxins
first,False,Shirley A.
firstBracePlayer,True,2014_FIFA_World_Cup_statistics
firstGoalPlayer,True,2013_FIFA_Confederations_Cup_statistics
firstHatTrickPlayer,True,2018_FIFA_World_Cup_statistics
firstMajor,True,Walker_(Star_Wars)
fixAttempted,True,yes
flagbearer,True,Philippines_at_the_2008_Summer_Olympics
float,False,right
fmt,False,eq
fontsize,False,90.0
footer,False,Sample Barclaycard  as issued in the UK in the 1960s/70s. Co-branded cards were also issued by affiliates such as The Co-operative Bank and Yorkshire Bank. The Chargex logo  used in Canada.
footerAlign,False,center
footnotes,False,Financials
format,False,Ogg
formerBandMember,True,G-Unit
formerName,True,Apple Computer Inc. (1977–2007)
formerNames,True,Standard Oil of California
formula,True,Blue_diamond
foundation,True,1993-04-05
founded,True,1976-04-01
foundedBy,True,Taligent
founder,True,Climate_Pledge_Fund
founders,True,
foundingDate,True,1976-04-01
foundingYear,True,1976
foundry,True,San_Francisco_(sans-serif_typeface)
free,False,Monroe_Comprehensive_High_School
frenchopendoublesresult,True,1.0
frenchopenresult,True,W
ft,True,7
fuelSource,True,Car
fullname,True,Cristiano Ronaldo dos Santos Aveiro
funding,True,Oversight_Board_(Meta)
genitive,True,Andromedae
genre,True,
goals,True,311
gold,True,Tennis_at_the_2008_Summer_Olympics_–_Men's_doubles
goldMedalist,True,Tennis_at_the_2008_Summer_Olympics_–_Men's_doubles
google,False,AAPL:NASDAQ
graphics,False,Toshiba_Thrive
gross,True,1.104E9
group,True,nb
guests,True,The_Final_(concert)
halftime,True,2011_NBA_All-Star_Game
halign,False,left
hatTricksPlayer,True,2018_FIFA_World_Cup_statistics
head,True,Opel_cam-in-head_engine
headAlloy,True,Toyota_GR_engine__Toyota_GR_engine__1
header,False,Major Goldman Sachs offices
headerAlign,False,center
headerimage,False,210
headliner,True,Super_Bowl_50_halftime_show
headliners,True,Super_Bowl_LIV_halftime_show
headquarter,True,Apple_Park
height,True,150
heightFootnote,True,ref|In 2017 Vanessa Bryant said that Kobe was 6 feet 4 and 3/4 inches (1.95 m) without shoes and  with shoes. In 2006 Bryant said that he was . In 2008 he stated he was "probably"  in shoes.|group=lower-alpha|name=height_note
heightFt,True,6
heightIn,True,6
heightft,True,6
heightin,True,5
help,False,no
highSchool,True,
highestdoublesranking,True,No. 24
highestsinglesranking,True,List_of_ATP_number_1_ranked_singles_tennis_players
highlights,True,* AP Poll national champion
highschool,True,
hofPlayer,True,kobe-bryant
hofers,True,2004_NBA_Finals
holder,True,Billboard_Millennium_Award
homepage,True,www.apple.com
hometown,True,Sayreville_New_Jersey
honorificPrefix,True,Knight_Bachelor
honorificSuffix,True,Order_of_the_British_Empire
hoovers,False,General_Electric_Company.8e594783fd3e6c6e
hopmancupresult,True,W
host,True,Renegades:_Born_in_the_USA
hosts,True,American_Music_Awards_of_2001
hotSpringType,True,Surajkund_hot_spring
hqLocation,True,1
hqLocationCity,True,Cupertino_California
hqLocationCountry,True,U.S.
hypernym,False,Company
id,False,mn0000503460
image,False,M2 Macbook Air Midnight model - 1.jpg
imageCaption,False,Apple Park the company's headquarters in Cupertino California within Silicon Valley
imageSize,False,260
imageStyle,False,border:none;
imageUpright,False,0.9
imagesize,False,250
imdbId,False,1114695
importantStation,True,Williamsburg_Area_Transit_Authority
impurities,True,Goldmanite
in,True,10
incomeYear,True,2022
indent,False,yes
index,False,US
industries,True,Economy_of_Turkey
industry,True,Software_services
influenced,True,Joseph_Campbell
influencedBy,True,Roger_Black_(actor)
influences,True,Roger_Black_(actor)
ingredient,True,Vark
initiator,True,Acquisition_of_21st_Century_Fox_by_Disney
institution,True,Alan_Kay__Alan_Kay__1
institutions,True,Earle_Dickson
integer,False,yes
inventName,True,Direct_Media_Interface
invented,True,Unijunction_transistor
isPartOf,True,target
isPrimaryTopicOf,True,Apple_Inc.
isbn,True,3527306730
isin,False,3.78331005E8
issuingAuthority,True,Disney_Dollars
japwins,True,3
judges,True,The_Cut_(2005_TV_series)
keel,True,Howth_17
keyPeople,True,Arthur D. Levinson
keyPerson,True,Arthur_D._Levinson
knownFor,True,Michael_Spindler
ko,True,27
koWins,True,27
label,True,Fred_LaBour
labels,True,no
landscape,False,yes
language,True,Turkish
last,True,Keith_Thurman
lastAppearance,True,Tauriel
lastMajor,True,Hector_Barbossa
laterwork,False,James_O._Ellis
latestGoalPlayer,True,2018_FIFA_World_Cup_statistics
latmax,False,90
latmin,False,40
launchContractor,True,Solar_and_Heliospheric_Observatory
lcf,False,Portugal_national_football_team
lcheading,False,Hydrogen
leader,True,y
leaderName,True,Eastern_Congo_Initiative
league,True,NBA
leagueTopscorer,True,2008–09_Manchester_United_F.C._season
left,False,Brand
length,True,71.0
license,True,OS_X_Lion__OS_X_Lion__1
licensedfrom,True,Lego_Spider-Man
licensee,True,Altair:_A_Record_of_Battles
link,False,Wikipedia:
literaryGenre,True,Revolution_in_the_Valley
lithology,True,Úrkút_Manganese_Ore_Formation
location,True,Kiewit_Plaza
locationCity,True,Cupertino_California
locationCountry,True,United_States
locations,True,2312
logo,False,Apple logo black.svg
logoAlt,False,A square divided into four sub-squares colored red-orange green yellow and blue  with the company name appearing to its right
logoCaption,False,Logo since January 2000
logoSize,False,80
loser,True,Sarangani Reconciliation and Reformation Organization
lost,True,60
lsp,False,2001_in_spaceflight
lw,False,Real_Madrid_CF
lyricist,True,Duppy_Freestyle
lyrics,False,Once_Upon_a_One_More_Time
m,False,no
mainIngredient,True,Vark
major,True,Criminology and physiology
majorwins,True,15
manOfTheMatch1a,False,2017_FIFA_Club_World_Cup_Final
manOfTheMatch1b,False,2008_UEFA_Champions_League_Final
management,True,10_Universal_City_Plaza
manuf,False,Apple_motion_coprocessors
manufacturer,True,IPad_Air_(3rd_generation)__iPad_Air_3rd_generation__1
manufacturers,True,Accelerated_solvent_extraction
manufacturier,True,Unity_(ISS_module)
markTitle,True,Design_Tech_High_School
mascot,True,Legio_X_Gemina
masters,True,Won: 1997 2001 2002 2005 2019
masterscupresult,True,W
material,True,Charles_Perkins_Centre
materials,True,Newman_University_Church
meaning,True,Goldie_(given_name)
medaltemplatesExpand,True,yes
medaltemplatesTitle,True,Olympic medal record
medicalCause,True,Rickets
medication,True,Premenstrual_syndrome
medium,True,Stand-up
melt,True,Red_diamond
members,True,118900000
membership,True,PCI-SIG
menMostS,True,Wimbledon_Championships
meteorshowers,True,Andromedids
militaryService,True,Manny_Pacquiao__MilitaryService__1
mineral,True,Arizona
misc,True,--12-09
modem,True,IPhone_14_Pro
module,False,--04-17
month,False,November
moreUsers,False,Shuttle_Carrier_Aircraft
mostAssistsPlayer,True,2018_FIFA_World_Cup_statistics
mostAwards,True,Brit_Awards_2016
mostCaps,True,Portugal_national_football_team
mostConvertedFreeKicksPlayer,True,Copa_América_Centenario_statistics
mostGoalsAssistsPlayer,True,UEFA_Euro_2020_statistics
mostGoalsPlayerMatchPlayer,True,UEFA_Euro_2020_statistics
mostGoalsPlayerPlayer,True,UEFA_Euro_2020_statistics
mostNominations,True,2008_MTV_Europe_Music_Awards
mostPlayerAppearances,True,El_Clásico
mostWins,True,World_Branding_Awards
mostYears,True,Switzerland_Davis_Cup_team
mostrecent,True,Samba_Gold
mostwins,True,NBA_Finals_Most_Valuable_Player_Award
mother,True,Marcheline_Bertrand
motm,False,2016–17_Atlético_Madrid_season
motto,True,ECCE COR MEUM
music,True,Avenida_Brasil_(TV_series)
musicBy,True,Once_Upon_a_One_More_Time
musicComposer,True,Before_I_Self_Destruct_(film)
mvp,True,2007_NBA_All-Star_Game
mw,False,no
n,False,yes
nSearch,False,Controversy-plagued Element 118 the heaviest atom yet finally discovered
name,True,Apple Inc.
namedAfter,True,19383_Rolling_Stones
namedFor,True,Sulphurdale_Utah
namedafter,True,Messi_(cougar)
namesake,True,Apple_Park
nams,False,Beta-2_adrenergic_receptor
narrated,True,Life_(British_TV_series)
narrator,True,Power_Book_III:_Raising_Kanan
nasdaq,True,V
nationalcaps,False,193
nationalgoals,True,118
nationality,True,American
nationalteam,True,Portugal_national_under-21_football_team
nationalteamUpdate,False,--11-28
nationalyears,True,2004
nativeClients,False,Cinq_Music_Group
naturalResources,True,Geography_of_the_Czech_Republic
nba,False,977
nbaHistorical,True,shaquille_oneal
neareststarname,True,Ross 248
needed,False,Largest in the world? In North America?
neighbourConstellations,True,Triangulum
netIncome,True,9.98E10
netIncomeYear,True,2022
network,True,Urban_Wolf
networkEn,True,Samurai_Girl:_Real_Bout_High_School
networks,True,Samsung_Focus_2
next,False,José Luis Castillo
nextTitle,True,The_Hunger_Games:_Mockingjay_–_Part_2
nextYear,False,2015
nick,True,TBE (The Best Ever)
nickname,True,Jim_McGuinness
nocat,False,yes
nonFictionSubject,False,Infinite_Loop_(book)
nonscore,True,2
notableMembers,True,University_of_London_Boat_Club
notableRestaurants,True,Harveys_Lake_Tahoe
notableWork,True,Sheppard_Solomon
notableWorks,True,Safta_Jaffery
notableworks,True,Digital Fortress
note,False,Street_Warz
notes,False,--06-18
npReactorSupplier,True,Pilgrim_Nuclear_Power_Station
ns,False,-27.81916666666667
numEmployees,False,164000
numEmployeesYear,False,2022
numLocations,True,521
numLocationsYear,False,2022
numUsers,True,223090000
number,False,6
numberOfEmployees,False,164000
numberOfLocations,True,521
numberbfstars,True,65
numberbrightstars,True,3
numbermainstars,True,16
numbermessierobjects,True,3
numbernearbystars,True,3
numberstarsplanets,True,12
occupation,True,Randy_Haykin
office,True,Kalpana_Morparia
oldestScorerPlayer,True,2022_FIFA_World_Cup_statistics
olympicsdoublesresult,True,15
olympicsresult,True,15
onlinebooks,True,no
open,False,Won: 2000 2005 2006
openingTheme,True,Supermodel_(Swiss_TV_series)
opentheme,True,The_Farmer_Wants_a_Wife_(Australian_TV_series)
operatingIncome,True,1.1944E11
operatingSystem,True,Sony_Reader
operator,True,Hides_gas_field
operators,True,Arun_gas_field
opponent,True,1940–41_UCLA_Bruins_men's_basketball_team
opponents,True,Movement_for_the_Emancipation_of_the_Niger_Delta
opt1n,False,Brazil_nut
opt2n,False,Lard
opt3n,False,Suet
opt4n,False,Asahi_Point_Zero
optionName,True,Roc_Nation_albums_discography
organisation,True,UNICEF
organised,True,Adobe_MAX
organisers,True,Concerts_for_the_People_of_Kampuchea
organization,True,Priya_Balasubramaniam
organized,True,Worldwide_Developers_Conference
origin,True,Disney_Channel_Circle_of_Stars
other,False,E.I.S._Men's_Volleyball
otherNames,True,Angelina Jolie Pitt
otherlithology,False,Kupferschiefer
otherp,False,List_of_songs_recorded_by_Justin_Timberlake
otherparty,True,Nacionalista
othertournaments,True,yes
othertournamentsdoubles,True,yes
otherwins,True,17
owl#differentFrom,False,Private_Security_Liaison
owner,True,IWork__.com__1
ownerNames,True,23XI_Racing
owners,True,Sergey Brin
ownership,True,Caterpillar_Diesels
owningCompany,True,AIM_alliance
p,False,283
page,False,249
pages,True,609
pams,False,Beta-2_adrenergic_receptor
parent,True,P.A._Semi
parentCompany,True,P.A._Semi
parentOrganisation,True,Genius_Bar
parentOrganization,True,Genius_Bar
parents,True,Jamie_Spears
participants,True,Glastonbury_Festival_2009
participation,True,Live_Earth_(2007_concert)
partner,True,Irina_Shayk
partners,True,Made_in_Thailand_e-Sports
party,True,Democratic_Party_(United_States)
pastMemberOf,True,Alec_John_Such
pastMembers,True,* Alec John Such
pastschools,True,* Miami (FL)
patron,True,2012_U.S._Olympic_trials_(gymnastics)
patrons,True,Gladys_Rockmore_Davis
peggedWith,False,Lumi_(currency)
penaltiesMissedPlayer,True,2018_FIFA_World_Cup_statistics
penaltiesScoredPlayer,True,2022_FIFA_World_Cup_statistics
percentage,False,100
perrow,False,2
person,True,Eastern_Congo_Initiative__PersonFunction__1
pga,False,Won: 1999 2000 2006 2007
pgawins,True,82
place,True,2005_NBA_playoffs
plantOperator,True,Markland_Locks_and_Dam
plantTurbines,True,La_Grande-1_generating_station
platform,True,Ulysses_(text_editor)
platforms,True,War_Robots
player,True,2011_FIFA_Club_World_Cup
playerWins,True,Switzerland_at_the_Hopman_Cup
playeroftheyear,True,1983–84_NCAA_Division_I_men's_basketball_season
plays,True,Right-handed (one-handed backhand)
point,False,37.3349 -122.009
portal,False,United States
portrayedBy,True,List_of_black_superheroes
portrayer,True,Lara_Croft
pos,False,right
position,True,Paul_Jones_(American_football)
postmatch,True,2014_AFL_Grand_Final
powerType,True,RS_RocketShip
predecessor,True,Standard_Oil
predecessorLine,True,South_Carolina_Central_Railroad
predecessors,True,Chemical_Bank
prematch,True,2014_AFL_Grand_Final
presenter,True,32nd_Daytime_Emmy_Awards
president,True,2000–01_Washington_Wizards_season
prevTitle,True,Maps_to_the_Stars
prevYear,False,2011
previousWork,True,Big_Hero_6:_The_Series
previousowners,True,O.b._(brand)
primaryMaterial,True,Kiani_Crown
primaryTopic,True,Apple_Inc.
primaryUser,True,Boeing_Persistent_Munition_Technology_Demonstrator
processor,True,Nest_Wifi
processors,True,Socket_563
producedby,True,Head_&_Shoulders
producer,True,Rayman_Mini
producers,True,Simon Kinberg
product,True,Supermono_Studios
production,True,per day
productionCompanies,True,Color Force
productionCompany,True,Self_Control_(film)
products,True,AirPods
profession,True,Chris_Myers_(New_Jersey_politician)
profit,True,7.01E9
programmeFormat,False,Shade_45
programmingLanguage,True,C++ and Java
projectParticipant,True,ETOX
pronounce,False,genitive
proteam,True,Katrina_Berger
prov#wasDerivedFrom,False,Apple_Inc.?oldid=1124493258&ns=0
prowins,True,110
psUnitsManuModel,True,Warden_Energy_Centre
psUnitsOperational,True,Port_Washington_Generating_Station
publisher,True,Through_the_Looking_Glass_(video_game)
q,False,Microsoft
qalign,False,center
quadrant,True,SQ3
quote,False,"The scenes I witnessed at the opening of the new Apple store in London's Covent Garden were more like an evangelical prayer meeting than a chance to buy a phone or a laptop."
quoted,False,yes
ra,False,–
ramtype,True,Pilot_ACE
rank,True,40
rating,True,Moody's: A3
ratio,False,Tier 1 14.6%
rcf,False,2010_FIFA_Ballon_d'Or
rcm,False,2011_Los_Angeles_Galaxy_season
rd1Team,False,Vengeance_(2001)
rdf-schema#seeAlso,False,IMac_G3
reach,True,72.0
reason,False,"The Internet" is a huge network of cables microwave links and switching equipment and even Microsoft at the time didn't have the financial means to replicate it nor would there have been any business reason to do so.
record,False,y
recordLabel,True,Ross_Lara
recorded,True,Cupid_(112_song)
ref,False,yes
reflector,True,Advanced_Test_Reactor
region,True,NA
regionServed,True,Multinational_corporation
registration,False,Optional
registry,True,.google
related,True,Breathing_gas
relation,True,Casey_Affleck
relations,True,Casey_Affleck
relative,True,Chip_Taylor
relatives,True,Barry_Voight
released,True,2014-11-24
religion,True,Liz_Lemon
residence,True,Wollerau
restaurants,True,The Lady & Sons Restaurant Paula Deen's Family Kitchen  Paula Deen's Creek House
restingPlace,True,St._Louis
retired,True,2022
reuters,False,AAPL.O
rev,False,I_Wanna_Be_with_You_(album)
revenue,False,3.9433E11
revenueYear,False,2022
risks,True,Basal-cell_carcinoma
rm,False,2010_Los_Angeles_Galaxy_season
road,False,Interstate_170
routeEnd,True,Alabama_State_Route_67
rows,False,2
rtitle,False,Inside_Comedy
runtime,True,9900.0
s,False,no
sSearch,False,Special:Search/Iodine
salign,False,right
sameAs,False,154701873
score,True,80
screenplay,True,Fantastic_Beasts_(film_series)
screenshot,False,amazon.com screenshot.jpeg
seasonTopscorer,True,2009–10_Real_Madrid_CF_season
secCik,False,320193
secondTeam,True,2010_Indy_Japan_300
section,True,Discussion about whom
seeAlso,False,Kobe_(given_name)
series,True,Honey_Lemon__Honey_Lemon__1
service,True,Tekserve
services,True,Apple Pay
shipNamesake,True,HMS_Phosphorus_(1804)
shipOwner,True,Disney_Wonder
shipSponsor,True,Disney_Fantasy
shortsummary,False,List_of_Film_Sack_episodes
show,True,27
showJudge,True,The_X_Factor_(American_TV_series)
side,False,2021_John_Deere_strike
sign,False,Amazon.com Help
signature,False,Adele signature.svg
signatureSize,False,100
significantBuilding,True,Michel_Mossessian
silver,True,Tennis_at_the_2012_Summer_Olympics_–_Men's_singles
silverMedalist,True,Tennis_at_the_2012_Summer_Olympics_–_Men's_singles
singlesWins,True,Switzerland_Davis_Cup_team
singlestitles,True,103
sizeFrom,True,Ice_Lake_(microprocessor)
small,False,yes
soc,False,Surface_2
soldby,True,Sitara_ARM_Processor
sound,True,IBM_PCjr
soundRecording,False,Netflix__Sound__1
source,True,—Alex Riley writing for the BBC
sp,False,2010_Puerto_Rico_Islanders_season
space,True,List_of_licensed_and_localized_editions_of_Monopoly:_USA
spacecraft,True,AMC-4
species,True,no
spinoffOf,True,Apparatjik
spinoffs,True,Scandal_(American_band)
sponsor,True,2016_UnitedHealthcare_season
sponsors,True,Carissa_Moore
spouse,True,Simon Konecki
ss,False,History_of_Exeter_City_F.C.
stardistancely,True,10.3
stardistancepc,True,3.16
starmagnitude,True,2.07
starring,False,Setup_(2011_film)
startYear,True,1937
stat1label,False,Point_(basketball)
stat1value,False,33643
stat21label,False,Batting average
stat21value,False,0.252
stat22label,False,Runs batted in
stat22value,False,8
stat2label,False,Rebound_(basketball)
stat2league,False,Arizona Fall League
stat2value,False,7047
stat3label,False,Assist_(basketball)
stat3value,False,6306
state,True,collapsed
statleague,True,Southern League
statsLeague,True,NBA
statyear,True,1994
stockrow,False,JNJ
story,True,The_Puppy_Episode
structuralSystem,True,National_Centre_for_the_Performing_Arts_(China)
studio,True,Self_Control_(film)
style,False,font-size:100%
subsequentWork,True,DreamWorks_Dragons
subsid,False,Dark Sky
subsidiary,True,InVisage_Technologies
successor,True,Garanimals
